@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute 3 NUMERIC
@attribute 4 NUMERIC
@attribute 5 NUMERIC
@attribute 6 NUMERIC
@attribute 7 NUMERIC
@attribute 8 NUMERIC
@attribute 9 NUMERIC
@attribute 10 NUMERIC
@attribute 11 NUMERIC
@attribute classes {0,1,}
@data
0.06214444444442143,0.0705148148147887,0.053881481481461525,0.05433333333331321,0.06283333333331007,0.06691111111108633,0.058188888888867335,0.047381481481463934,0.0447962962962797,0.06808888888886368,0.06355925925923572,0.34736666666653804,0
0.08669259259256049,0.07970370370367419,0.03829999999998582,0.034333333333320615,0.0439888888888726,0.05687037037034931,0.051829629629610435,0.03856296296294868,0.039244444444429906,0.07448518518515759,0.08199999999996962,0.37398888888875037,0
0.06425555555553175,0.0678074074073823,0.04442222222220577,0.04965555555553716,0.06330740740738396,0.07118888888886252,0.058740740740718986,0.04366666666665049,0.0408185185185034,0.06660370370367903,0.06338888888886542,0.3661444444443088,0
0.08362222222219125,0.07362962962960236,0.0358925925925793,0.03205555555554368,0.03598148148146815,0.04484814814813154,0.05016666666664809,0.04880370370368563,0.0511444444444255,0.07438888888886133,0.08029629629626656,0.3891703703702262,0
0.06534814814812394,0.06830740740738211,0.04690370370368633,0.048699999999981966,0.05550370370368315,0.05964444444442235,0.055374074074053564,0.04709999999998256,0.04731111111109359,0.07191111111108447,0.06751851851849351,0.3663777777776421,0
0.06585925925923487,0.07395555555552817,0.05094444444442558,0.048922222222204104,0.05442222222220207,0.05679629629627526,0.05249259259257315,0.04531111111109433,0.046144444444427356,0.06808148148145626,0.06624814814812362,0.3708222222220849,0
0.08192222222219188,0.07770370370367492,0.0479703703703526,0.04448518518516871,0.04597407407405705,0.05036296296294431,0.04762962962961199,0.03800370370368963,0.04148518518516982,0.07414074074071328,0.07807777777774887,0.3722444444443066,0
0.07564074074071273,0.07918148148145215,0.053948148148128164,0.046399999999982816,0.04627777777776064,0.058755555555533794,0.044574074074057564,0.03195925925924742,0.02728888888887878,0.07622962962960139,0.07475925925923158,0.3849851851850426,0
0.04724444444442694,0.058803703703681924,0.05357037037035053,0.06757407407404904,0.08459999999996867,0.08897407407404112,0.07705925925923073,0.05519999999997956,0.045640740740723836,0.058966666666644824,0.05631111111109025,0.3060555555554422,0
0.08555555555552387,0.0809925925925626,0.03608518518517182,0.030170370370359197,0.03235925925924727,0.03855185185183757,0.03797777777776371,0.035659259259246054,0.04019629629628141,0.0787703703703412,0.08031851851848877,0.4233629629628062,0
0.08170740740737714,0.07959629629626681,0.03512592592591292,0.02984444444443339,0.034933333333320396,0.0479666666666489,0.044299999999983596,0.0366962962962827,0.043588888888872745,0.07677777777774934,0.07892222222219299,0.41054074074058866,0
0.06280740740738415,0.06669259259256789,0.06261111111108793,0.06851851851849314,0.06832222222219692,0.060599999999977554,0.05380370370368378,0.046407407407390217,0.047940740740722985,0.06619629629627177,0.06640740740738281,0.32969259259247047,0
0.048248148148130277,0.05538888888886837,0.057611111111089776,0.06872222222219677,0.091799999999966,0.10725925925921953,0.0852777777777462,0.06113333333331069,0.05328888888886915,0.05703333333331221,0.050296296296277666,0.263940740740643,0
