@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute 3 NUMERIC
@attribute 4 NUMERIC
@attribute 5 NUMERIC
@attribute 6 NUMERIC
@attribute classes {0,1,}
@data
0.11061111111107014,0.17052592592586277,0.1791629629628966,0.17289259259252857,0.15447777777772057,0.11113703703699587,0.10119259259255511,0
0.14336666666661357,0.1586481481480894,0.1500555555555,0.15972592592586676,0.15256666666661017,0.13512222222217218,0.10051481481477759,0
0.11329259259255063,0.162622222222162,0.18410370370363552,0.1788037037036375,0.15243333333327688,0.11189999999995856,0.09684444444440858,0
0.13555555555550536,0.15162962962957346,0.13478518518513527,0.15300370370364705,0.17161851851845494,0.13112222222217365,0.1222851851851399,0
0.11369999999995789,0.16191481481475484,0.16997777777771483,0.16968148148141862,0.16442222222216132,0.11564444444440161,0.1046592592592205,0
0.11763333333328976,0.17102222222215888,0.1678666666666045,0.16479259259253157,0.16021851851845917,0.11375185185180972,0.10471481481477603,0
0.1364444444443939,0.16622222222216065,0.15329999999994323,0.14985555555550006,0.15705555555549738,0.1308888888888404,0.10623333333329399,0
0.12979629629624823,0.1778999999999341,0.15505925925920183,0.14065925925920716,0.13651111111106054,0.136244444444394,0.12382962962958377,0
0.08677777777774563,0.16457407407401312,0.2201222222221407,0.2025037037036287,0.149433333333278,0.0965703703703346,0.08001851851848889,0
0.1451851851851314,0.15984074074068155,0.13265925925921013,0.13622592592587549,0.16576296296290158,0.1376888888888379,0.12263703703699162,0
0.13968148148142975,0.15696296296290482,0.135833333333283,0.1523185185184621,0.16468148148142048,0.13445925925920946,0.11606296296291997,0
0.10620740740736807,0.17750740740734167,0.18161851851845126,0.15879999999994118,0.15393703703698003,0.11049999999995908,0.11142962962958836,0
0.08248518518515463,0.15918518518512623,0.2199925925925111,0.21195185185177334,0.15097407407401817,0.08695185185181965,0.0884592592592265,0
0.1267666666666197,0.1494148148147595,0.16964074074067792,0.1707333333332701,0.15401481481475776,0.1259518518518052,0.10347777777773945,0
0.08462592592589459,0.1485333333332783,0.23785925925917117,0.2282333333332488,0.13984074074068895,0.08948888888885574,0.07141851851849207,0
0.14112222222216994,0.159125925925867,0.1365666666666161,0.14759999999994533,0.15767407407401568,0.1341999999999503,0.1237111111110653,0
0.1175296296295861,0.15408888888883182,0.1776925925925268,0.18512962962956106,0.1546703703703131,0.11951481481477055,0.09137407407404023,0
0.11725555555551213,0.1650074074073463,0.16654814814808647,0.17369629629623196,0.16036296296290356,0.11782592592588229,0.09930370370366692,0
0.11168518518514382,0.16378148148142083,0.16251111111105093,0.16331851851845802,0.16832222222215987,0.11471111111106863,0.11567037037032753,0
0.12409629629625034,0.1656444444443831,0.15635185185179395,0.15992962962957039,0.16637777777771615,0.11715555555551216,0.11044444444440354,0
0.11697777777773445,0.1581888888888303,0.17607037037030515,0.18364074074067271,0.15797407407401556,0.11383333333329117,0.09331481481478025,0
0.09964444444440754,0.14345555555550243,0.2298518518517667,0.21063333333325532,0.13208518518513626,0.1054666666666276,0.07886296296293376,0
0.11807037037032664,0.1732740740740099,0.16792592592586372,0.16815925925919697,0.15351851851846166,0.11361481481477273,0.10543703703699799,0
0.11366666666662456,0.17727777777771211,0.17698518518511963,0.16453333333327239,0.15569259259253493,0.11140370370366244,0.10044074074070354,0
0.12951851851847054,0.16705555555549367,0.15759259259253422,0.16028148148142213,0.15692962962957152,0.12535555555550912,0.10326666666662843,0
0.11744074074069724,0.1570777777777196,0.17956666666660015,0.18472962962956122,0.14860740740735237,0.11635555555551245,0.09622222222218658,0
0.12424814814810213,0.15122592592586992,0.16817407407401178,0.1825074074073398,0.15359999999994312,0.11520740740736474,0.10503703703699814,0
