@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute classes {0,1,}
@data
8.0,8.0,3.0,1
26.0,20.0,3.0,1
8.0,84.0,17.0,1
13.0,11.0,5.0,1
51.0,13.0,3.0,1
28.0,7.0,8.0,1
13.0,33.0,4.0,1
37.0,18.0,19.0,1
35.0,9.0,35.0,1
24.0,110.0,41.0,1
64.0,27.0,21.0,1
53.0,84.0,26.0,1
5.0,67.0,8.0,1
26.0,15.0,15.0,1
18.0,5.0,2.0,1
29.0,12.0,9.0,1
18.0,58.0,44.0,1
26.0,75.0,18.0,1
108.0,100.0,33.0,1
6.0,6.0,9.0,1
6.0,13.0,3.0,1
63.0,55.0,33.0,1
5.0,0.0,1.0,1
12.0,5.0,8.0,1
