@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute classes {0,1,}
@data
8.0,33.0,19.0,1
20.0,32.0,7.0,1
82.0,34.0,81.0,1
8.0,11.0,2.0,1
18.0,7.0,0.0,1
4.0,0.0,9.0,1
9.0,8.0,2.0,1
11.0,26.0,3.0,1
40.0,28.0,15.0,1
5.0,12.0,4.0,1
72.0,149.0,50.0,1
6.0,2.0,1.0,1
29.0,18.0,61.0,1
12.0,4.0,28.0,1
3.0,26.0,8.0,1
48.0,4.0,2.0,1
30.0,10.0,5.0,1
42.0,12.0,7.0,1
21.0,18.0,8.0,1
44.0,49.0,89.0,1
34.0,23.0,11.0,1
77.0,29.0,42.0,1
8.0,15.0,13.0,1
55.0,9.0,14.0,1
24.0,34.0,33.0,1
14.0,46.0,15.0,1
250.0,212.0,159.0,1
7.0,7.0,5.0,1
46.0,79.0,26.0,1
21.0,21.0,2.0,1
49.0,16.0,6.0,1
9.0,16.0,6.0,1
7.0,23.0,5.0,1
5.0,22.0,5.0,1
33.0,29.0,23.0,1
22.0,18.0,21.0,1
48.0,15.0,4.0,1
10.0,13.0,7.0,1
16.0,15.0,10.0,1
8.0,16.0,6.0,1
18.0,20.0,7.0,1
11.0,9.0,1.0,1
9.0,1.0,15.0,1
36.0,23.0,16.0,1
7.0,5.0,5.0,1
11.0,46.0,21.0,1
45.0,40.0,56.0,1
7.0,18.0,3.0,1
14.0,9.0,8.0,1
9.0,35.0,12.0,1
35.0,30.0,21.0,1
23.0,35.0,12.0,1
20.0,3.0,1.0,1
83.0,9.0,43.0,1
14.0,19.0,4.0,1
23.0,18.0,8.0,1
29.0,43.0,12.0,1
13.0,16.0,13.0,1
10.0,28.0,25.0,1
67.0,8.0,6.0,1
129.0,24.0,29.0,1
19.0,5.0,24.0,1
13.0,10.0,4.0,1
16.0,33.0,6.0,1
19.0,14.0,5.0,1
33.0,13.0,4.0,1
1.0,8.0,2.0,1
56.0,37.0,47.0,1
20.0,7.0,4.0,1
35.0,55.0,50.0,1
10.0,6.0,6.0,1
8.0,16.0,4.0,1
7.0,10.0,6.0,1
78.0,9.0,11.0,1
4.0,12.0,4.0,1
16.0,29.0,5.0,1
7.0,4.0,19.0,1
88.0,58.0,68.0,1
74.0,73.0,70.0,1
73.0,56.0,44.0,1
11.0,25.0,5.0,1
14.0,20.0,9.0,1
14.0,10.0,6.0,1
37.0,44.0,6.0,1
12.0,21.0,3.0,1
37.0,3.0,67.0,1
9.0,5.0,7.0,1
20.0,22.0,12.0,1
5.0,2.0,2.0,1
39.0,64.0,34.0,1
38.0,29.0,9.0,1
9.0,12.0,7.0,1
3.0,7.0,6.0,1
32.0,8.0,7.0,1
10.0,22.0,8.0,1
22.0,10.0,5.0,1
49.0,63.0,102.0,1
5.0,1.0,3.0,1
9.0,23.0,9.0,1
18.0,15.0,5.0,1
19.0,8.0,0.0,1
6.0,8.0,7.0,1
16.0,11.0,9.0,1
97.0,67.0,52.0,1
13.0,61.0,54.0,1
59.0,44.0,21.0,1
88.0,75.0,53.0,1
66.0,92.0,18.0,1
16.0,43.0,36.0,1
4.0,2.0,1.0,1
72.0,25.0,22.0,1
43.0,11.0,4.0,1
36.0,29.0,19.0,1
15.0,27.0,11.0,1
13.0,12.0,6.0,1
96.0,46.0,22.0,1
99.0,60.0,61.0,1
13.0,9.0,8.0,1
10.0,18.0,15.0,1
